"Feature_ID","BIOCHEMICAL","name","Metabolite","H_SUPER_PATHWAY","H_SUB_PATHWAY","H_COMP_IDstr","KEGG","H_HMDB","H_MetabolonID"
"Metab370","mead acid (20:3n9)","mead acid (20:3n9)","mead acid (20:3n9)","Lipid","Long Chain Fatty Acid",35174,NA,"HMDB10378","M35174"
"Metab371","(12 or 13)-methylmyristate (a15:0 or i15:0)","(12 or 13)-methylmyristate (a15:0 or i15:0)","13-methylmyristic acid","Lipid","Fatty Acid, Branched",38293,NA,NA,"M38293"
"Metab372","(14 or 15)-methylpalmitate (a17:0 or i17:0)","(14 or 15)-methylpalmitate (a17:0 or i17:0)","methyl palmitate (15 or 2)","Lipid","Fatty Acid, Branched",38768,NA,NA,"M38768"
"Metab373","(16 or 17)-methylstearate (a19:0 or i19:0)","(16 or 17)-methylstearate (a19:0 or i19:0)","(16 or 17)-methylstearate (a19:0 or i19:0)","Lipid","Fatty Acid, Branched",38296,NA,"HMDB0037397","M38296"
"Metab374","glutarate (C5-DC)","glutarate (C5-DC)","glutarate (C5-DC)","Lipid","Fatty Acid, Dicarboxylate",396,"C00489","HMDB00661","M396"
"Metab375","2-hydroxyglutarate","2-hydroxyglutarate","2-hydroxyglutarate","Lipid","Fatty Acid, Dicarboxylate",37253,"C02630","HMDB00606","M37253"
"Metab376","adipate","adipate","adipate","Lipid","Fatty Acid, Dicarboxylate",21134,"C06104","HMDB00448","M21134"
"Metab377","2-hydroxyadipate","2-hydroxyadipate","2-hydroxyadipate","Lipid","Fatty Acid, Dicarboxylate",31934,"C02360","HMDB00321","M31934"
"Metab378","3-hydroxyadipate","3-hydroxyadipate","3-hydroxyadipate","Lipid","Fatty Acid, Dicarboxylate",62069,NA,"HMDB00345","M62069"
"Metab379","maleate","maleate","maleate","Lipid","Fatty Acid, Dicarboxylate",20676,"C01384","HMDB00176","M20676"
"Metab380","heptenedioate (C7:1-DC)*","heptenedioate (C7:1-DC)*","heptenedioate (C7:1-DC)","Lipid","Fatty Acid, Dicarboxylate",61866,NA,NA,"M61866"
"Metab381","suberate (C8-DC)","suberate (C8-DC)","suberate (C8-DC)","Lipid","Fatty Acid, Dicarboxylate",15730,"C08278","HMDB00893","M15730"
"Metab382","sebacate (C10-DC)","sebacate (C10-DC)","sebacate (decanedioate)","Lipid","Fatty Acid, Dicarboxylate",32398,"C08277","HMDB00792","M32398"
"Metab383","3-hydroxydodecanedioate*","3-hydroxydodecanedioate*","3-hydroxydodecanedioate","Lipid","Fatty Acid, Dicarboxylate",62915,NA,"HMDB0000413","M62915"
"Metab384","dodecadienoate (12:2)*","dodecadienoate (12:2)*","dodecadienoate (12:2)","Lipid","Fatty Acid, Dicarboxylate",62276,NA,NA,"M62276"
"Metab385","tetradecanedioate (C14)","tetradecanedioate (C14)","tetradecanedioate","Lipid","Fatty Acid, Dicarboxylate",35669,NA,"HMDB00872","M35669"
"Metab386","hexadecanedioate (C16)","hexadecanedioate (C16)","hexadecanedioate","Lipid","Fatty Acid, Dicarboxylate",35678,NA,"HMDB00672","M35678"
"Metab387","octadecanedioate (C18)","octadecanedioate (C18)","octadecanedioate (C18)","Lipid","Fatty Acid, Dicarboxylate",36754,NA,"HMDB0000782","M36754"
"Metab388","octadecenedioate (C18:1-DC)","octadecenedioate (C18:1-DC)","octadecenedioate (C18:1-DC)","Lipid","Fatty Acid, Dicarboxylate",61861,NA,NA,NA
"Metab389","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF)","Lipid","Fatty Acid, Dicarboxylate",31787,NA,"HMDB61112","M31787"
"Metab390","hydroxy-CMPF*","hydroxy-CMPF*","hydroxy-CMPF","Lipid","Fatty Acid, Dicarboxylate",62277,NA,NA,"M62277"
"Metab391","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)","3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)","Lipid","Fatty Acid, Dicarboxylate",61871,NA,NA,"M61871"
"Metab394","2-aminoheptanoate","2-aminoheptanoate","2-aminoheptanoate","Lipid","Fatty Acid, Amino",43761,NA,NA,"M43761"
"Metab395","N-acetyl-2-aminooctanoate*","N-acetyl-2-aminooctanoate*","N-acetyl-2-aminooctanoate","Lipid","Fatty Acid, Amino",62059,NA,"HMDB0059745","M62059"
"Metab396","butyrylcarnitine (C4)","butyrylcarnitine (C4)","butyrylcarnitine","Lipid","Fatty acid metabolism (also BCAA metabolism)",32412,"C02862","HMDB02013","M32412"
"Metab397","propionylcarnitine (C3)","propionylcarnitine (C3)","propionylcarnitine","Lipid","Fatty acid metabolism (also BCAA metabolism)",32452,"C03017","HMDB00824","M32452"
"Metab398","methylmalonate (MMA)","methylmalonate (MMA)","methylmalonate (MMA)","Lipid","Fatty Acid Metabolism (also BCAA Metabolism)",1496,"C02170","HMDB00202","M1496"
"Metab399","hexanoylglutamine","hexanoylglutamine","hexanoylglutamine","Lipid","Fatty Acid Metabolism (Acyl Glutamine)",54907,NA,NA,"M54907"
"Metab401","N-palmitoylglycine","N-palmitoylglycine","N-palmitoylglycine","Lipid","Fatty Acid Metabolism (Acyl Glycine)",42092,NA,"HMDB0013034","M42092"
"Metab402","3-hydroxybutyroylglycine","3-hydroxybutyroylglycine","3-hydroxybutyroylglycine","Lipid","Fatty Acid Metabolism (Acyl Glycine)",62064,NA,NA,"M62064"
"Metab403","acetylcarnitine (C2)","acetylcarnitine (C2)","acetylcarnitine","Lipid","Carnitine Metabolism",32198,"C02571","HMDB00201","M32198"
"Metab404","valerylcarnitine (C5)","valerylcarnitine (C5)","valerylcarnitine","Lipid","Fatty Acid Metabolism",34406,NA,"HMDB13128","M34406"
"Metab405","hexanoylcarnitine (C6)","hexanoylcarnitine (C6)","hexanoylcarnitine","Lipid","Carnitine Metabolism",32328,"C01585","HMDB00705","M32328"
"Metab406","octanoylcarnitine (C8)","octanoylcarnitine (C8)","octanoylcarnitine (C8)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,"C02838","HMDB00791","M33936"
"Metab407","cis-3,4-methyleneheptanoylcarnitine","cis-3,4-methyleneheptanoylcarnitine","cis-3,4-methyleneheptanoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",64389,NA,NA,"M64389"
"Metab408","nonanoylcarnitine (C9)","nonanoylcarnitine (C9)","nonanoylcarnitine (C9)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",61775,NA,"HMDB0013288","M61775"
"Metab409","decanoylcarnitine (C10)","decanoylcarnitine (C10)","decanoylcarnitine","Lipid","Carnitine Metabolism",33941,"C03299","HMDB00651","M33941"
"Metab410","laurylcarnitine (C12)","laurylcarnitine (C12)","laurylcarnitine","Lipid","Carnitine Metabolism",34534,NA,"HMDB02250","M34534"
"Metab411","myristoylcarnitine (C14)","myristoylcarnitine (C14)","myristoylcarnitine","Lipid","Carnitine Metabolism",33952,NA,NA,"M33952"
"Metab412","pentadecanoylcarnitine (C15)*","pentadecanoylcarnitine (C15)*","pentadecanoylcarnitine (C15)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57522,NA,"HMDB0062517","M57522"
"Metab413","palmitoylcarnitine (C16)","palmitoylcarnitine (C16)","palmitoylcarnitine","Lipid","Carnitine Metabolism",22189,"C02990","HMDB00222","M22189"
"Metab414","margaroylcarnitine (C17)*","margaroylcarnitine (C17)*","margaroylcarnitine (C17)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57512,NA,"HMDB06210","M57512"
"Metab415","stearoylcarnitine (C18)","stearoylcarnitine (C18)","stearoylcarnitine","Lipid","Carnitine Metabolism",34409,NA,"HMDB00848","M34409"
"Metab416","arachidoylcarnitine (C20)*","arachidoylcarnitine (C20)*","arachidoylcarnitine (C20)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57513,NA,"HMDB06460","M57513"
"Metab417","behenoylcarnitine (C22)*","behenoylcarnitine (C22)*","behenoylcarnitine (C22)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57514,NA,"HMDB0062468","M57514"
"Metab418","lignoceroylcarnitine (C24)*","lignoceroylcarnitine (C24)*","lignoceroylcarnitine (C24)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57515,NA,NA,"M57515"
"Metab419","cerotoylcarnitine (C26)*","cerotoylcarnitine (C26)*","cerotoylcarnitine (C26)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57516,NA,"HMDB06347","M57516"
"Metab420","cis-4-decenoylcarnitine (C10:1)","cis-4-decenoylcarnitine (C10:1)","cis-4-decenoylcarnitine (C10:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",38178,NA,"HMDB0013205","M38178"
"Metab421","undecenoylcarnitine (C11:1)","undecenoylcarnitine (C11:1)","undecenoylcarnitine (C11:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",63613,NA,NA,"M63613"
"Metab422","5-dodecenoylcarnitine (C12:1)","5-dodecenoylcarnitine (C12:1)","5-dodecenoylcarnitine (C12:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",61769,NA,"HMDB13326","M61769"
"Metab423","myristoleoylcarnitine (C14:1)*","myristoleoylcarnitine (C14:1)*","myristoleoylcarnitine (C14:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",48182,NA,NA,"M48182"
"Metab424","palmitoleoylcarnitine (C16:1)*","palmitoleoylcarnitine (C16:1)*","palmitoleoylcarnitine (C16:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,NA,NA,"M53223"
"Metab425","oleoylcarnitine (C18:1)","oleoylcarnitine (C18:1)","oleoylcarnitine","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",35160,NA,"HMDB05065","M35160"
"Metab426","eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)*","eicosenoylcarnitine (C20:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57519,NA,NA,"M57519"
"Metab427","erucoylcarnitine (C22:1)*","erucoylcarnitine (C22:1)*","erucoylcarnitine (C22:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57525,NA,NA,"M57525"
"Metab428","nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)*","nervonoylcarnitine (C24:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57531,NA,NA,"M57531"
"Metab429","ximenoylcarnitine (C26:1)*","ximenoylcarnitine (C26:1)*","ximenoylcarnitine (C26:1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57517,NA,NA,"M57517"
"Metab430","linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)*","linoleoylcarnitine (C18:2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,NA,"HMDB06469","M46223"
"Metab431","linolenoylcarnitine (C18:3)*","linolenoylcarnitine (C18:3)*","linolenoylcarnitine (C18:3)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57511,NA,NA,"M57511"
"Metab432","dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)*","dihomo-linoleoylcarnitine (C20:2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57520,NA,NA,"M57520"
"Metab433","arachidonoylcarnitine (C20:4)","arachidonoylcarnitine (C20:4)","arachidonoylcarnitine (C20:4)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57518,NA,"HMDB0006455","M57518"
"Metab434","dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)*","dihomo-linolenoylcarnitine (C20:3n3 or 6)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57521,NA,NA,"M57521"
"Metab435","docosadienoylcarnitine (C22:2)*","docosadienoylcarnitine (C22:2)*","docosadienoylcarnitine (C22:2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57526,NA,NA,"M57526"
"Metab436","docosatrienoylcarnitine (C22:3)*","docosatrienoylcarnitine (C22:3)*","docosatrienoylcarnitine (C22:3)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57527,NA,NA,"M57527"
"Metab437","adrenoylcarnitine (C22:4)*","adrenoylcarnitine (C22:4)*","adrenoylcarnitine (C22:4)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57528,NA,NA,"M57528"
"Metab438","docosapentaenoylcarnitine (C22:5n3)*","docosapentaenoylcarnitine (C22:5n3)*","docosapentaenoylcarnitine (C22:5n3)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57529,NA,NA,"M57529"
"Metab439","docosahexaenoylcarnitine (C22:6)*","docosahexaenoylcarnitine (C22:6)*","docosahexaenoylcarnitine (C22:6)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,NA,NA,"M57523"
"Metab440","tetracosadienoylcarnitine (C24:2)*","tetracosadienoylcarnitine (C24:2)*","tetracosadienoylcarnitine (C24:2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57524,NA,NA,"M57524"
"Metab441","adipoylcarnitine (C6-DC)","adipoylcarnitine (C6-DC)","adipoylcarnitine (C6-DC)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52988,NA,"HMDB61677","M52988"
"Metab442","pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)","pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)","pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",53224,NA,NA,"M53224"
"Metab443","suberoylcarnitine (C8-DC)","suberoylcarnitine (C8-DC)","suberoylcarnitine (C8-DC)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52990,NA,NA,"M52990"
"Metab444","(R)-3-hydroxybutyrylcarnitine","(R)-3-hydroxybutyrylcarnitine","hydroxybutyrylcarnitine","Lipid","Fatty Acid Metabolism(Acyl Carnitine)",43264,NA,"HMDB13127","M43264"
"Metab445","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine","(S)-3-hydroxybutyrylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",52984,NA,"HMDB13127","M52984"
"Metab446","3-hydroxyhexanoylcarnitine (1)","3-hydroxyhexanoylcarnitine (1)","3-hydroxyhexanoylcarnitine (1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",62557,NA,NA,"M62557"
"Metab447","3-hydroxyhexanoylcarnitine (2)","3-hydroxyhexanoylcarnitine (2)","3-hydroxyhexanoylcarnitine (2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",62556,NA,NA,"M62556"
"Metab448","3-hydroxyoctanoylcarnitine (1)","3-hydroxyoctanoylcarnitine (1)","3-hydroxyoctanoylcarnitine (1)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",64393,NA,NA,"M64393"
"Metab449","3-hydroxyoctanoylcarnitine (2)","3-hydroxyoctanoylcarnitine (2)","3-hydroxyoctanoylcarnitine (2)","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",64394,NA,NA,"M64394"
"Metab450","3-hydroxydecanoylcarnitine","3-hydroxydecanoylcarnitine","3-hydroxydecanoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",63358,NA,"HMDB0061636","M63358"
"Metab451","3-hydroxypalmitoylcarnitine","3-hydroxypalmitoylcarnitine","3-hydroxypalmitoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61839,NA,NA,"M61839"
"Metab452","3-hydroxyoleoylcarnitine","3-hydroxyoleoylcarnitine","3-hydroxyoleoylcarnitine","Lipid","Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",61840,NA,NA,"M61840"
"Metab453","deoxycarnitine","deoxycarnitine","deoxycarnitine","Lipid","Carnitine Metabolism",36747,"C01181","HMDB01161","M36747"
"Metab454","carnitine","carnitine","carnitine","Lipid","Carnitine Metabolism",15500,"C00318","HMDB00062","M15500"
"Metab455","3-hydroxybutyrate (BHBA)","3-hydroxybutyrate (BHBA)","3-hydroxybutyrate (BHBA)","Lipid","Ketone bodies",542,"C01089","HMDB00357","M542"
"Metab456","acetylcholine","acetylcholine","acetylcholine","Lipid","Neurotransmitter",18790,"C01996","HMDB00895","M18790"
"Metab457","palmitoylcholine","palmitoylcholine","palmitoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",52944,NA,"HMDB0240592","M52944"
"Metab458","oleoylcholine","oleoylcholine","oleoylcholine","Lipid","Fatty Acid Metabolism (Acyl Choline)",53260,NA,"HMDB0240596","M53260"
"Metab460","4-hydroxybutyrate (GHB)","4-hydroxybutyrate (GHB)","4-hydroxybutyrate (GHB)","Lipid","Fatty Acid, Monohydroxy",34585,"C00989","HMDB00710","M34585"
"Metab461","alpha-hydroxycaproate","alpha-hydroxycaproate","alpha-hydroxycaproate","Lipid","Fatty Acid, Monohydroxy",37073,NA,"HMDB0001624","M37073"
"Metab462","2-hydroxyheptanoate*","2-hydroxyheptanoate*","2-hydroxyheptanoate","Lipid","Fatty Acid, Monohydroxy",61827,NA,NA,"M61827"
"Metab463","2-hydroxypalmitate","2-hydroxypalmitate","2-hydroxypalmitate","Lipid","Fatty Acid, Monohydroxy",35675,NA,"HMDB31057","M35675"
"Metab464","2-hydroxystearate","2-hydroxystearate","2-hydroxystearate","Lipid","Fatty Acid, Monohydroxy",17945,"C03045",NA,"M17945"
"Metab465","2-hydroxyarachidate*","2-hydroxyarachidate*","2-hydroxyarachidate","Lipid","Fatty Acid, Monohydroxy",61700,NA,NA,"M61700"
"Metab466","2-hydroxybehenate","2-hydroxybehenate","2-hydroxybehenate","Lipid","Fatty Acid, Monohydroxy",57663,NA,"HMDB0061660","M57663"
"Metab467","2-hydroxynervonate*","2-hydroxynervonate*","2-hydroxynervonate","Lipid","Fatty Acid, Monohydroxy",61698,NA,NA,"M61698"
"Metab468","3-hydroxyhexanoate","3-hydroxyhexanoate","3-hydroxyhexanoate","Lipid","Fatty Acid, Monohydroxy",53230,NA,"HMDB0061652","M53230"
"Metab469","3-hydroxyoctanoate","3-hydroxyoctanoate","3-hydroxyoctanoate","Lipid","Fatty Acid, Monohydroxy",22001,NA,"HMDB01954","M22001"
"Metab471","3-hydroxydecanoate","3-hydroxydecanoate","3-hydroxydecanoate","Lipid","Fatty Acid, Monohydroxy",22053,NA,"HMDB02203","M22053"
"Metab472","3-hydroxysebacate","3-hydroxysebacate","3-hydroxysebacate","Lipid","Fatty Acid, Monohydroxy",31943,NA,"HMDB0000350","M31943"
"Metab473","3-hydroxylaurate","3-hydroxylaurate","3-hydroxylaurate","Lipid","Fatty Acid, Monohydroxy",32457,NA,"HMDB00387","M32457"
"Metab474","3-hydroxymyristate","3-hydroxymyristate","3-hydroxymyristate","Lipid","Fatty Acid, Monohydroxy",21158,NA,NA,"M21158"
"Metab475","3-hydroxypalmitate","3-hydroxypalmitate","3-hydroxypalmitate","Lipid","Fatty Acid, Monohydroxy",27503,NA,"HMDB10734","M27503"
"Metab476","3-hydroxystearate","3-hydroxystearate","3-hydroxystearate","Lipid","Fatty Acid, Monohydroxy",52938,NA,"HMDB10737","M52938"
"Metab477","3-hydroxyoleate*","3-hydroxyoleate*","3-hydroxyoleate","Lipid","Fatty Acid, Monohydroxy",61843,NA,NA,"M61843"
"Metab478","13-HODE + 9-HODE","13-HODE + 9-HODE","13-HODE + 9-HODE","Lipid","Fatty Acid, Monohydroxy",37752,"C14767","HMDB0004667","M37752"
"Metab479","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate","2S,3R-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy",62950,NA,"HMDB02453","M62950"
"Metab480","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate","2R,3R-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy",63109,NA,"HMDB00498","M63109"
"Metab481","2,4-dihydroxybutyrate","2,4-dihydroxybutyrate","2,4-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy",62951,NA,"HMDB00360","M62951"
"Metab482","3,4-dihydroxybutyrate","3,4-dihydroxybutyrate","3,4-dihydroxybutyrate","Lipid","Fatty Acid, Dihydroxy",62952,NA,"HMDB0000337","M62952"
"Metab483","prostaglandin E2","prostaglandin E2","prostaglandin E2","Lipid","Eicosanoid",7746,"C00584","HMDB01220","M7746"
"Metab484","prostaglandin A2","prostaglandin A2","prostaglandin A2","Lipid","Eicosanoid",19761,"C05953","HMDB02752","M19761"
"Metab486","prostaglandin F2alpha","prostaglandin F2alpha","prostaglandin F2alpha","Lipid","Eicosanoid",19398,"C00639","HMDB01139","M19398"
"Metab487","6-keto prostaglandin F1alpha","6-keto prostaglandin F1alpha","6-keto prostaglandin F1alpha","Lipid","Eicosanoid",20476,"C05961","HMDB02886","M20476"
"Metab488","12-HHTrE","12-HHTrE","12-HHTrE","Lipid","Eicosanoid",57393,"C20388","HMDB12535","M57393"
"Metab489","oleoyl ethanolamide","oleoyl ethanolamide","oleic ethanolamide","Lipid","Endocannabinoid",38102,NA,"HMDB02088","M38102"
"Metab490","palmitoyl ethanolamide","palmitoyl ethanolamide","palmitoyl ethanolamide","Lipid","Endocannabinoid",38165,"C16512","HMDB02100","M38165"
"Metab491","stearoyl ethanolamide","stearoyl ethanolamide","stearoyl ethanolamide","Lipid","Endocannabinoid",38625,NA,"HMDB0013078","M38625"
"Metab492","N-arachidonoyltaurine","N-arachidonoyltaurine","N-arachidonoyltaurine","Lipid","Endocannabinoid",54748,NA,NA,"M54748"
"Metab493","N-oleoyltaurine","N-oleoyltaurine","N-oleoyltaurine","Lipid","Endocannabinoid",39732,NA,NA,"M39732"
"Metab494","N-stearoyltaurine","N-stearoyltaurine","N-stearoyltaurine","Lipid","Endocannabinoid",39730,NA,NA,"M39730"
"Metab495","N-palmitoyltaurine","N-palmitoyltaurine","N-palmitoyltaurine","Lipid","Endocannabinoid",39835,NA,NA,"M39835"
"Metab496","N-linoleoyltaurine*","N-linoleoyltaurine*","N-linoleoyltaurine","Lipid","Endocannabinoid",61826,NA,NA,"M61826"
"Metab497","linoleoyl ethanolamide","linoleoyl ethanolamide","linoleoyl ethanolamide","Lipid","Endocannabinoid",52608,NA,"HMDB12252","M52608"
"Metab498","N-oleoylserine","N-oleoylserine","N-oleoylserine","Lipid","Endocannabinoid",57664,NA,NA,"M57664"
"Metab499","myo-inositol","myo-inositol","myo-inositol","Lipid","Inositol Metabolism",19934,"C00137","HMDB00211","M19934"
"Metab501","inositol 1-phosphate (I1P)","inositol 1-phosphate (I1P)","inositol 1-phosphate (I1P)","Lipid","Inositol Metabolism",1481,"C04006","HMDB00213","M1481"
"Metab502","choline","choline","choline","Lipid","Phospholipid Metabolism",15506,"C00114","HMDB00097","M15506"
"Metab503","phosphocholine","phosphocholine","phosphocholine","Lipid","Phospholipid Metabolism",34396,"C00588","HMDB0001565","M34396"
"Metab504","CDP-choline","CDP-choline","cytidine 5'-diphosphocholine","Lipid","Phospholipid Metabolism",34418,"C00307","HMDB01413","M34418"
"Metab505","glycerophosphorylcholine (GPC)","glycerophosphorylcholine (GPC)","glycerophosphorylcholine (GPC)","Lipid","Glycerolipid Metabolism",15990,"C00670","HMDB00086","M15990"
"Metab506","phosphoethanolamine (PE)","phosphoethanolamine (PE)","phosphoethanolamine","Lipid","Glycerolipid Metabolism",1600,"C00346","HMDB00224","M1600"
"Metab507","CDP-ethanolamine","CDP-ethanolamine","cytidine-5'-diphosphoethanolamine","Lipid","Glycerolipid Metabolism",34410,"C00570","HMDB01564","M34410"
"Metab508","glycerophosphoethanolamine","glycerophosphoethanolamine","glycerophosphoethanolamine","Lipid","Glycerolipid Metabolism",37455,"C01233","HMDB00114","M37455"
"Metab509","glycerophosphoserine*","glycerophosphoserine*","glycerophosphoserine","Lipid","Phospholipid Metabolism",57404,NA,NA,"M57404"
"Metab510","glycerophosphoinositol*","glycerophosphoinositol*","glycerophosphoinositol","Lipid","Phospholipid Metabolism",52307,NA,NA,"M52307"
"Metab511","trimethylamine N-oxide","trimethylamine N-oxide","trimethylamine N-oxide","Lipid","Phospholipid Metabolism",40406,"C01104","HMDB00925","M40406"
"Metab512","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)","1-myristoyl-2-palmitoyl-GPC (14:0/16:0)","Lipid","Phosphatidylcholine (PC)",19258,NA,"HMDB07869","M19258"
"Metab513","1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*","1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*","1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)","Lipid","Phosphatidylcholine (PC)",53195,NA,"HMDB07883","M53195"
"Metab514","1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-dipalmitoyl-GPC (16:0/16:0)","Lipid","Phosphatidylcholine (PC)",19130,"D03585","HMDB00564","M19130"
"Metab515","1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*","1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*","1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)","Lipid","Phosphatidylcholine (PC)",52470,NA,"HMDB07969","M52470"
"Metab516","1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","1-palmitoyl-2-stearoyl-GPC (16:0/18:0)","Lipid","Phosphatidylcholine (PC)",52616,"C03889","HMDB07970","M52616"
"Metab517","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)","1-palmitoyl-2-oleoyl-GPC (16:0/18:1)","Lipid","Phosphatidylcholine (PC)",52461,"C13875","HMDB07972","M52461"
"Metab518","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)","Lipid","Phosphatidylcholine (PC)",42446,NA,"HMDB07973","M42446"
"Metab519","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)*","1-palmitoyl-2-dihomo-linolenoyl-GPC (16:0/20:3n3 or 6)","Lipid","Phosphatidylcholine (PC)",52454,NA,NA,"M52454"
"Metab520","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6)","Lipid","Phosphatidylcholine (PC)",52462,NA,"HMDB07982","M52462"
