"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"6546","ICAM5","cluster_000322","#C3625E","ICAM5","ICAM5","Regulation Of Collateral Sprouting ","2/7","PTPRS;ULK2",2.64720697795306e-05,0.00497674911855175,"GO:0048670"
"6547","ICE1","cluster_000026","#B53445","ICE1","ICE1","Regulation Of Protein-Containing Complex Assembly ","3/119","ICE1;VPS41;SPIDR",0.00199082286978115,0.132838466831199,"GO:0043254"
"6548","ICE2","cluster_000003","#E01C1F","ICE2","ICE2","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"6549","ICMT","cluster_000527","#C9992C","ICMT","ICMT","Protein Targeting ","3/129","ICMT;MFN2;ZDHHC2",0.00019927611874732,0.0280068778179204,"GO:0006605"
"6550","ICOS","cluster_000291","#A15294","ICOS","ICOS","Aerobic Electron Transport Chain ","10/68","COX8A;NDUFB7;NDUFS8;NDUFA3;NDUFA1;NDUFS3;NDUFAF1;NDUFV2;NDUFV1;COX6B1",1.95007829237826e-19,1.28880923951294e-17,"GO:0019646"
"6551","ICOSLG","cluster_000175","#49A75A","ICOSLG","ICOSLG","Non-Motile Cilium Assembly ","3/31","BBS1;FUZ;TMEM80",1.07589238925688e-05,0.00150624934495964,"GO:1905515"
"6552","ID1","cluster_000336","#D26946","ID1","ID1","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"6553","ID2","cluster_000439","#FFD421","ID2","ID2","Cellular Response To Sterol ","2/15","INSIG2;RORA",9.89757503698104e-05,0.0252388163443016,"GO:0036315"
"6554","ID3","cluster_000522","#CEA22C","ID3","ID3","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"6555","ID4","cluster_000315","#BB5E6A","ID4","ID4","Regulation Of G2/M Transition Of Mitotic Cell Cycle ","3/35","CENPF;KIF14;CDK1",8.4878798984969e-06,0.00169757597969938,"GO:0010389"
"6556","IDE","cluster_000389","#FF9006","IDE","IDE","Regulation Of Golgi Organization ","2/16","USP6NL;ARMH3",0.000124888973203725,0.0217306813374482,"GO:1903358"
"6557","IDH1","cluster_000063","#715C83","IDH1","IDH1","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"6558","IDH2","cluster_000357","#E97421","IDH2","IDH2","Mitochondrial Outer Membrane Permeabilization ","1/7","RTL10",0.00767569624028282,0.166540652340798,"GO:0097345"
"6559","IDH3A","cluster_000357","#E97421","IDH3A","IDH3A","Mitochondrial Outer Membrane Permeabilization ","1/7","RTL10",0.00767569624028282,0.166540652340798,"GO:0097345"
"6560","IDH3B","cluster_000270","#8D5B97","IDH3B","IDH3B","Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway ","2/15","CHMP2A;UBXN6",0.000155939872973347,0.0244825600568154,"GO:0032510"
"6561","IDH3G","cluster_000539","#BD832A","IDH3G","IDH3G","Establishment Of Spindle Orientation ","2/35","MAPRE1;LLGL1",0.000447244288573522,0.0474078945887933,"GO:0051294"
"6562","IDI1","cluster_000640","#E778A1","IDI1","IDI1","Positive Regulation Of Peptidyl-Tyrosine Phosphorylation ","3/130","FGF7;ANGPT1;GAS6",0.000115310179205606,0.0244457579915884,"GO:0050731"
"6563","IDI2","cluster_000572","#AC5934","IDI2","IDI2","Ribosome Biogenesis ","4/155","NOP56;NOLC1;RRP12;GTPBP4",7.6344578869322e-06,0.00115280314092676,"GO:0042254"
"6564","IDNK","cluster_000603","#C76766","IDNK","IDNK","Sulfur Amino Acid Metabolic Process ","2/17","MPST;NOX4",8.10312896968827e-05,0.00615837801696309,"GO:0000096"
"6565","IDO1","cluster_000653","#F27EB6","IDO1","IDO1","Androgen Biosynthetic Process ","2/8","HSD3B2;SRD5A2",1.27093161835202e-05,0.000775268287194735,"GO:0006702"
"6566","IDO2","cluster_000653","#F27EB6","IDO2","IDO2","Androgen Biosynthetic Process ","2/8","HSD3B2;SRD5A2",1.27093161835202e-05,0.000775268287194735,"GO:0006702"
"6567","IDS","cluster_000693","#D489B0","IDS","IDS","Ribonucleoside Bisphosphate Metabolic Process ","2/25","ACOT6;ACOT4",0.000116018486046081,0.00556888733021187,"GO:0033875"
"6568","IDUA","cluster_000324","#C5635B","IDUA","IDUA","Regulation Of Erythrocyte Differentiation ","2/36","BRD1;ZFPM1",0.000778233041829147,0.0706736737162541,"GO:0045646"
"6569","IER2","cluster_000023","#BB3140","IER2","IER2","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"6570","IER3","cluster_000382","#FF8602","IER3","IER3","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"6571","IER3IP1","cluster_000269","#8D5C96","IER3IP1","IER3IP1","Positive Regulation Of Intracellular Transport ","3/39","TBC1D20;PDCD10;OAZ1",1.53046994626045e-05,0.00563212940223845,"GO:0032388"
"6572","IER5","cluster_000463","#FFF42E","IER5","IER5","Inflammatory Response ","4/236","CSF1R;LOXL3;TLR6;NAIP",7.89242844839864e-05,0.0214674053796443,"GO:0006954"
"6573","IER5L","cluster_000094","#387DB6","IER5L","IER5L","Protein Depolymerization ","2/28","MICAL3;KIF24",0.000913416383582455,0.100792461264035,"GO:0051261"
"6574","IFFO1","cluster_000096","#377EB6","IFFO1","IFFO1","Histone H3-K4 Methylation ","3/26","KMT2D;SETD1B;KMT2B",9.43380782186472e-06,0.00253894493824843,"GO:0051568"
"6575","IFFO2","cluster_000062","#735A81","IFFO2","IFFO2","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"6576","IFI16","cluster_000171","#48A55E","IFI16","IFI16","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6577","IFI27","cluster_000389","#FF9006","IFI27","IFI27","Regulation Of Golgi Organization ","2/16","USP6NL;ARMH3",0.000124888973203725,0.0217306813374482,"GO:1903358"
"6578","IFI27L1","cluster_000530","#C6932C","IFI27L1","IFI27L1","Protein Targeting ","3/129","ICMT;MFN2;ZDHHC2",0.00019927611874732,0.0280068778179204,"GO:0006605"
"6579","IFI27L2","cluster_000129","#3E8F90","IFI27L2","IFI27L2","DNA Integrity Checkpoint Signaling ","3/42","TIPRL;INTS7;DNA2",3.71526678014256e-05,0.0059444268482281,"GO:0031570"
"6580","IFI35","cluster_000171","#48A55E","IFI35","IFI35","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6581","IFI44","cluster_000171","#48A55E","IFI44","IFI44","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6582","IFI44L","cluster_000171","#48A55E","IFI44L","IFI44L","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6583","IFI6","cluster_000127","#3E8E92","IFI6","IFI6","DNA Integrity Checkpoint Signaling ","3/42","TIPRL;INTS7;DNA2",3.71526678014256e-05,0.0059444268482281,"GO:0031570"
"6584","IFIH1","cluster_000171","#48A55E","IFIH1","IFIH1","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6585","IFIT1","cluster_000326","#C76457","IFIT1","IFIT1","Regulation Of Erythrocyte Differentiation ","2/36","BRD1;ZFPM1",0.000778233041829147,0.0706736737162541,"GO:0045646"
"6586","IFIT1B","cluster_000492","#EAD830","IFIT1B","IFIT1B","Negative Regulation Of Sequestering Of Calcium Ion ","2/36","ITPR1;PLCE1",0.000528384897738317,0.066385710159762,"GO:0051283"
"6587","IFIT2","cluster_000171","#48A55E","IFIT2","IFIT2","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6588","IFIT3","cluster_000171","#48A55E","IFIT3","IFIT3","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6589","IFIT5","cluster_000492","#EAD830","IFIT5","IFIT5","Negative Regulation Of Sequestering Of Calcium Ion ","2/36","ITPR1;PLCE1",0.000528384897738317,0.066385710159762,"GO:0051283"
"6590","IFITM1","cluster_000205","#599E59","IFITM1","IFITM1","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"6591","IFITM10","cluster_000203","#58A057","IFITM10","IFITM10","Negative Regulation Of Amide Metabolic Process ","2/93","ZNF540;DAPK1",0.0069611911839573,0.114863748451268,"GO:0034249"
"6592","IFITM2","cluster_000749","#9C989A","IFITM2","IFITM2","Gap Junction Assembly ","2/6","GJB2;GJB6",3.37131416818405e-06,0.000114624681718258,"GO:0016264"
"6593","IFITM3","cluster_000749","#9C989A","IFITM3","IFITM3","Gap Junction Assembly ","2/6","GJB2;GJB6",3.37131416818405e-06,0.000114624681718258,"GO:0016264"
"6594","IFNAR1","cluster_000043","#964661","IFNAR1","IFNAR1","Organelle Organization ","4/418","PEX3;RANBP10;COG1;GOLGA8A",0.00868413784549145,0.159637443320699,"GO:0006996"
"6595","IFNAR2","cluster_000449","#FFE127","IFNAR2","IFNAR2","Neutrophil Degranulation ","1/5","STXBP2",0.00499044069595166,0.0629079443648236,"GO:0043312"
"6596","IFNE","cluster_000382","#FF8602","IFNE","IFNE","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"6597","IFNG","cluster_000706","#C78DAB","IFNG","IFNG","Cellular Response To Type II Interferon ","5/66","GBP5;IFNG;GBP2;GBP1;GBP4",2.60809190289846e-10,6.33766332404325e-08,"GO:0071346"
"6598","IFNGR1","cluster_000217","#639164","IFNGR1","IFNGR1","Collagen Fibril Organization ","5/42","COL18A1;ADAMTS2;COL5A1;COL5A3;CYP1B1",2.03209789203819e-09,6.29950346531839e-07,"GO:0030199"
"6599","IFNGR2","cluster_000363","#F07717","IFNGR2","IFNGR2","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"6600","IFNK","cluster_000094","#387DB6","IFNK","IFNK","Protein Depolymerization ","2/28","MICAL3;KIF24",0.000913416383582455,0.100792461264035,"GO:0051261"
"6601","IFNLR1","cluster_000294","#A4538F","IFNLR1","IFNLR1","Regulation Of Hydrogen Peroxide Metabolic Process ","1/5","NOXA1",0.00598613898759602,0.0643910501556496,"GO:0010310"
"6602","IFRD1","cluster_000165","#47A265","IFRD1","IFRD1","Negative Regulation Of Regulated Secretory Pathway ","2/8","REST;STXBP3",5.6534016206558e-05,0.0113633372575182,"GO:1903306"
"6603","IFRD2","cluster_000322","#C3625E","IFRD2","IFRD2","Regulation Of Collateral Sprouting ","2/7","PTPRS;ULK2",2.64720697795306e-05,0.00497674911855175,"GO:0048670"
"6604","IFT122","cluster_000330","#CB6650","IFT122","IFT122","Oxidative Phosphorylation ","4/63","NDUFA9;NDUFA6;ATP5F1B;UQCRC2",7.56623874058933e-07,0.000131652554086254,"GO:0006119"
"6605","IFT140","cluster_000064","#6F5D84","IFT140","IFT140","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"6606","IFT172","cluster_000505","#DEC02E","IFT172","IFT172","Vocal Learning ","1/5","HTT",0.00474139160939957,0.0953152298399309,"GO:0042297"
"6607","IFT20","cluster_000267","#8B5E94","IFT20","IFT20","Positive Regulation Of Intracellular Transport ","3/39","TBC1D20;PDCD10;OAZ1",1.53046994626045e-05,0.00563212940223845,"GO:0032388"
"6608","IFT22","cluster_000065","#6E5E86","IFT22","IFT22","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"6609","IFT27","cluster_000075","#5B6896","IFT27","IFT27","Negative Regulation Of Transcription By RNA Polymerase II ","6/763","ZNF550;PCID2;ZNF350;ZNF559;ZNF614;ZNF568",0.00162954937505962,0.0749592712527424,"GO:0000122"
"6610","IFT43","cluster_000438","#FFD221","IFT43","IFT43","Lipoprotein Transport ","2/11","PPARG;CD36",5.19687158339542e-05,0.0100031873807011,"GO:0042953"
"6611","IFT46","cluster_000177","#4AA857","IFT46","IFT46","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"6612","IFT52","cluster_000201","#56A255","IFT52","IFT52","Negative Regulation Of Amide Metabolic Process ","2/93","ZNF540;DAPK1",0.0069611911839573,0.114863748451268,"GO:0034249"
"6613","IFT57","cluster_000521","#CFA32D","IFT57","IFT57","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"6614","IFT74","cluster_000161","#46A06A","IFT74","IFT74","Translational Termination ","2/8","APEH;GSPT1",5.6534016206558e-05,0.00660854403294678,"GO:0006415"
"6615","IFT80","cluster_000060","#77587E","IFT80","IFT80","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"6616","IFT81","cluster_000064","#6F5D84","IFT81","IFT81","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"6617","IFT88","cluster_000064","#6F5D84","IFT88","IFT88","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"6618","IFTAP","cluster_000349","#E0702F","IFTAP","IFTAP","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"6619","IGBP1","cluster_000211","#5E985F","IGBP1","IGBP1","Cilium Organization ","5/228","WDPCP;KIFAP3;CEP20;CEP290;CFAP20",1.21220315273821e-05,0.00220620973798354,"GO:0044782"
"6620","IGDCC4","cluster_000198","#54A552","IGDCC4","IGDCC4","Ganglioside Metabolic Process ","2/19","HEXB;B4GALNT1",0.000295888922652129,0.0405367824033417,"GO:0001573"
"6621","IGF1","cluster_000558","#AB6128","IGF1","IGF1","Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity ","2/24","JPH4;TRDN",0.00018562933966781,0.0202335980237913,"GO:0060314"
"6622","IGF1R","cluster_000073","#5F6693","IGF1R","IGF1R","Negative Regulation Of Transcription By RNA Polymerase II ","6/763","ZNF550;PCID2;ZNF350;ZNF559;ZNF614;ZNF568",0.00162954937505962,0.0749592712527424,"GO:0000122"
"6623","IGF2","cluster_000195","#51A84F","IGF2","IGF2","Inflammatory Response ","4/236","CD40LG;CCR2;KLRG1;PTGDR",0.000267942856639939,0.0302816841969644,"GO:0006954"
"6624","IGF2BP1","cluster_000682","#DF87B5","IGF2BP1","IGF2BP1","Positive Regulation Of Programmed Necrotic Cell Death ","1/5","IGF2BP1",0.00324605087508978,0.050623254310157,"GO:0062100"
"6625","IGF2BP2","cluster_000352","#E4722A","IGF2BP2","IGF2BP2","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"6626","IGF2BP2-AS1","cluster_000352","#E4722A","IGF2BP2-AS1","IGF2BP2-AS1","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"6627","IGF2BP3","cluster_000518","#D1A92D","IGF2BP3","IGF2BP3","Regulation Of Natural Killer Cell Mediated Cytotoxicity ","3/32","NCR1;KLRC3;CRTAM",2.98659820067944e-06,0.000483828908510069,"GO:0042269"
"6628","IGF2R","cluster_000259","#85668C","IGF2R","IGF2R","Negative Regulation Of NLRP3 Inflammasome Complex Assembly ","2/13","TREM2;MEFV",0.000116018486046081,0.0395623037417135,"GO:1900226"
"6629","IGFALS","cluster_000351","#E3712C","IGFALS","IGFALS","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"6630","IGFBP1","cluster_000388","#FF8E06","IGFBP1","IGFBP1","Positive Regulation Of Ossification ","2/41","WNT5A;GPM6B",0.000840023144437362,0.079829916583669,"GO:0045778"
"6631","IGFBP2","cluster_000708","#C58DAA","IGFBP2","IGFBP2","Cellular Response To Type II Interferon ","5/66","GBP5;IFNG;GBP2;GBP1;GBP4",2.60809190289846e-10,6.33766332404325e-08,"GO:0071346"
"6632","IGFBP3","cluster_000251","#7E6E85","IGFBP3","IGFBP3","Cell-Cell Junction Assembly ","4/71","CDH5;CLDN5;RAMP2;DCHS1",1.74307438523011e-06,0.000641451373764681,"GO:0007043"
"6633","IGFBP4","cluster_000392","#FF9408","IGFBP4","IGFBP4","Positive Regulation Of Cilium Movement ","1/6","TACR1",0.00628419133253944,0.115893893204117,"GO:0003353"
"6634","IGFBP5","cluster_000473","#FCFA32","IGFBP5","IGFBP5","Cytokine-Mediated Signaling Pathway ","7/257","CXCL10;CXCL9;CXCL11;SOCS1;EBI3;CXCL13;IL12RB2",2.35471875613947e-09,2.94339844517434e-07,"GO:0019221"
"6635","IGFBP6","cluster_000206","#5A9D5A","IGFBP6","IGFBP6","Cytoplasmic Translational Initiation ","2/30","EIF4A2;EIF3L",0.000745843175389433,0.125577817486753,"GO:0002183"
"6636","IGFBP7","cluster_000637","#E4779D","IGFBP7","IGFBP7","Positive Regulation Of Fibroblast Proliferation ","2/28","SPHK1;FN1",0.000196229365545709,0.0335552215083162,"GO:0048146"
"6637","IGFBP7-AS1","cluster_000501","#E1C72F","IGFBP7-AS1","IGFBP7-AS1","Macroautophagy ","3/104","PLAA;VPS37A;YOD1",0.00012457269929357,0.0130322991855924,"GO:0016236"
"6638","IGFL2","cluster_000681","#E086B5","IGFL2","IGFL2","Protein Maturation ","2/117","CASP10;PHEX",0.00253736871444115,0.0663041748491649,"GO:0051604"
"6639","IGFLR1","cluster_000371","#F87C09","IGFLR1","IGFLR1","Ceramide Biosynthetic Process ","2/42","CERS3;ST6GALNAC5",0.000968324347623737,0.0855740229230727,"GO:0046513"
"6640","IGFN1","cluster_000466","#FFF930","IGFN1","IGFN1","Inflammatory Response ","4/236","CSF1R;LOXL3;TLR6;NAIP",7.89242844839864e-05,0.0214674053796443,"GO:0006954"
"6641","IGHD","cluster_000147","#43997A","IGHD","IGHD","Positive Regulation Of Proteolysis Involved In Protein Catabolic Process ","2/31","PSMC3;PSMC2",0.000984408363070054,0.0778467033535432,"GO:1903052"
"6642","IGHE","cluster_000147","#43997A","IGHE","IGHE","Positive Regulation Of Proteolysis Involved In Protein Catabolic Process ","2/31","PSMC3;PSMC2",0.000984408363070054,0.0778467033535432,"GO:1903052"
"6643","IGHM","cluster_000151","#449B76","IGHM","IGHM","One-Carbon Compound Transport ","3/35","SLC14A1;SLC14A2;SLC4A11",1.73870582528189e-05,0.00361650811658634,"GO:0019755"
"6644","IGHMBP2","cluster_000666","#EF83BB","IGHMBP2","IGHMBP2","Mitotic Nuclear Membrane Organization ","1/9","REEP3",0.00628356425809312,0.0944151390074687,"GO:0101024"
"6645","IGIP","cluster_000110","#3A85A6","IGIP","IGIP","Retinoid Metabolic Process ","2/40","AKR1B1;DHRS4L2",0.0017482077236045,0.109480646845711,"GO:0001523"
"6646","IGKC","cluster_000151","#449B76","IGKC","IGKC","One-Carbon Compound Transport ","3/35","SLC14A1;SLC14A2;SLC4A11",1.73870582528189e-05,0.00361650811658634,"GO:0019755"
"6647","IGLL5","cluster_000151","#449B76","IGLL5","IGLL5","One-Carbon Compound Transport ","3/35","SLC14A1;SLC14A2;SLC4A11",1.73870582528189e-05,0.00361650811658634,"GO:0019755"
"6648","IGLON5","cluster_000215","#619362","IGLON5","IGLON5","Chromatin Organization ","5/268","SMARCE1;HMGN4;DAXX;DEK;SPTY2D1",2.63912719528664e-05,0.00683533943579239,"GO:0006325"
"6649","IGSF1","cluster_000624","#D97188","IGSF1","IGSF1","Protein Repair ","1/5","MSRB1",0.00374469708393798,0.0639316753196587,"GO:0030091"
"6650","IGSF10","cluster_000587","#B9604C","IGSF10","IGSF10","Intracellular Water Homeostasis ","1/5","AQP4",0.00399394544865564,0.0460478952976225,"GO:0009992"
"6651","IGSF11","cluster_000153","#449C73","IGSF11","IGSF11","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"6652","IGSF21","cluster_000566","#A7562A","IGSF21","IGSF21","NAD Biosynthetic Process ","2/17","NAPRT;QPRT",9.1789656494553e-05,0.00963791393192806,"GO:0009435"
"6653","IGSF22","cluster_000734","#AB94A0","IGSF22","IGSF22","L-glutamate Transmembrane Transport ","2/14","SLC1A2;SLC17A7",2.49349563767472e-05,0.00162508194419625,"GO:0015813"
"6654","IGSF23","cluster_000351","#E3712C","IGSF23","IGSF23","Negative Regulation Of T Cell Differentiation In Thymus ","1/5","TMEM131L",0.00548838944332051,0.0789086497116852,"GO:0033085"
"6655","IGSF3","cluster_000319","#BF6063","IGSF3","IGSF3","Xenobiotic Transport Across Blood-Brain Barrier ","1/5","SLC22A2",0.00573728911332865,0.0794424034477794,"GO:1990962"
"6656","IGSF6","cluster_000390","#FF9107","IGSF6","IGSF6","Regulation Of Golgi Organization ","2/16","USP6NL;ARMH3",0.000124888973203725,0.0217306813374482,"GO:1903358"
"6657","IGSF8","cluster_000138","#419485","IGSF8","IGSF8","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"6658","IGSF9","cluster_000029","#B0374A","IGSF9","IGSF9","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"6659","IGSF9B","cluster_000682","#DF87B5","IGSF9B","IGSF9B","Positive Regulation Of Programmed Necrotic Cell Death ","1/5","IGF2BP1",0.00324605087508978,0.050623254310157,"GO:0062100"
"6660","IHH","cluster_000276","#92549C","IHH","IHH","Positive Regulation Of Nitrogen Compound Metabolic Process ","2/33","WFS1;KLF2",0.000712285526811214,0.0986596011543697,"GO:0051173"
"6661","IHO1","cluster_000687","#DA88B3","IHO1","IHO1","Secondary Palate Development ","2/13","TGFBR3;TGFBR2",3.02974690855903e-05,0.00383375415786455,"GO:0062009"
"6662","IK","cluster_000087","#4575AA","IK","IK","Regulation Of Nucleic Acid-Templated Transcription ","6/452","ZNF273;ZNF680;ZNF92;JMJD1C;RBAK;ZNF675",8.50355883320486e-05,0.012245124719815,"GO:1903506"
"6663","IKBIP","cluster_000589","#BB614F","IKBIP","IKBIP","Central Nervous System Development ","3/283","MYRF;TBC1D23;PBX1",0.00136941226989826,0.0772303918610819,"GO:0007417"
"6664","IKBKB","cluster_000034","#A73D52","IKBKB","IKBKB","Histone H4-K5 Acetylation ","2/15","JADE3;OGT",0.000402820303489047,0.0375965616589777,"GO:0043981"
"6665","IKBKE","cluster_000171","#48A55E","IKBKE","IKBKE","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"6666","IKBKG","cluster_000101","#3881B0","IKBKG","IKBKG","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"6667","IKZF1","cluster_000581","#B45D42","IKZF1","IKZF1","Regulation Of Glomerular Filtration ","2/5","PDGFB;F2RL1",6.78968474771753e-06,0.00212517132603559,"GO:0003093"
"6668","IKZF2","cluster_000179","#4AA955","IKZF2","IKZF2","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"6669","IKZF3","cluster_000741","#A4969D","IKZF3","IKZF3","Detection Of Virus ","1/5","SERINC5",0.00274720535833692,0.0336402916780269,"GO:0009597"
"6670","IKZF4","cluster_000239","#757B79","IKZF4","IKZF4","Autophagosome Organization ","3/61","ZFYVE26;ATG14;ATG2B",6.67628626080939e-05,0.0131522839337945,"GO:1905037"
"6671","IKZF5","cluster_000053","#845172","IKZF5","IKZF5","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"6672","IL10","cluster_000558","#AB6128","IL10","IL10","Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity ","2/24","JPH4;TRDN",0.00018562933966781,0.0202335980237913,"GO:0060314"
"6673","IL10RA","cluster_000462","#FFF32E","IL10RA","IL10RA","Membrane Lipid Catabolic Process ","2/8","PPT1;NAGA",2.65043002514317e-05,0.00620200625883502,"GO:0046466"
"6674","IL10RB","cluster_000363","#F07717","IL10RB","IL10RB","tRNA Aminoacylation ","3/22","HARS1;RARS1;LARS1",1.75488820673873e-06,0.000447496492718376,"GO:0043039"
"6675","IL10RB-DT","cluster_000449","#FFE127","IL10RB-DT","IL10RB-DT","Neutrophil Degranulation ","1/5","STXBP2",0.00499044069595166,0.0629079443648236,"GO:0043312"
"6676","IL11RA","cluster_000324","#C5635B","IL11RA","IL11RA","Regulation Of Erythrocyte Differentiation ","2/36","BRD1;ZFPM1",0.000778233041829147,0.0706736737162541,"GO:0045646"
"6677","IL12B","cluster_000004","#DE1D20","IL12B","IL12B","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"6678","IL12RB1","cluster_000291","#A15294","IL12RB1","IL12RB1","Aerobic Electron Transport Chain ","10/68","COX8A;NDUFB7;NDUFS8;NDUFA3;NDUFA1;NDUFS3;NDUFAF1;NDUFV2;NDUFV1;COX6B1",1.95007829237826e-19,1.28880923951294e-17,"GO:0019646"
"6679","IL12RB2","cluster_000471","#FEFD32","IL12RB2","IL12RB2","Cytokine-Mediated Signaling Pathway ","7/257","CXCL10;CXCL9;CXCL11;SOCS1;EBI3;CXCL13;IL12RB2",2.35471875613947e-09,2.94339844517434e-07,"GO:0019221"
"6680","IL13RA1","cluster_000459","#FFEF2C","IL13RA1","IL13RA1","Membrane Lipid Catabolic Process ","2/8","PPT1;NAGA",2.65043002514317e-05,0.00620200625883502,"GO:0046466"
"6681","IL13RA2","cluster_000615","#D16D79","IL13RA2","IL13RA2","Negative Regulation Of DNA-binding Transcription Factor Activity ","3/149","BHLHE40;ZC3H12A;HES1",0.000172652124281059,0.0291586461509154,"GO:0043433"
"6682","IL15","cluster_000725","#B492A3","IL15","IL15","Vitamin A Metabolic Process ","1/6","BCO1",0.00359499844647963,0.0464372928960286,"GO:0006776"
