"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"7320","TMEM41B","cluster_000174","#375A8CFF","TMEM41B","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste ","2/41","TAS2R3;TAS2R4",0.00119382316169137,0.0550819273009073,"GO:0001580"
"7321","LINC02709","cluster_000407","#32B67AFF","LINC02709","","Cellular Response To Iron Ion ","1/5","HFE",0.00424314398899693,0.0760390627908188,"GO:0071281"
"7322","PAX6-AS1","cluster_000087","#46317EFF","PAX6-AS1","","Epithelial Tube Branching Involved In Lung Morphogenesis ","1/5","NKX2-1",0.00747819282854126,0.175802198153685,"GO:0060441"
"7323","LOC440040","cluster_000002","#440155FF","LOC440040","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7324","TRIM51HP","cluster_000180","#365D8DFF","TRIM51HP","","Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway ","1/10","DEFB118",0.0124325865055396,0.146642117993626,"GO:0031665"
"7325","SLC22A20P","cluster_000450","#51C46AFF","SLC22A20P","","Establishment Of Epithelial Cell Polarity ","2/19","FERMT1;SIPA1L3",0.000101790085166479,0.00885573740948364,"GO:0090162"
"7326","KRTAP5-7","cluster_000580","#D5E21AFF","KRTAP5-7","","Gamma-Aminobutyric Acid Metabolic Process ","1/5","GAD1",0.00299665302989365,0.028194296124446,"GO:0009448"
"7327","KRTAP5-11","cluster_000446","#4DC36BFF","KRTAP5-11","","Sensory Perception Of Chemical Stimulus ","5/110","OR52D1;OR51M1;OR51B6;OR51B5;OR51I1",1.91105743261302e-08,8.40865270349731e-07,"GO:0007606"
"7328","CARD17","cluster_000130","#404688FF","CARD17","","Alpha-Beta T Cell Activation ","5/15","TRBC1;CD3G;CD247;CD3E;CD3D",9.00991011855236e-12,1.82901175406613e-09,"GO:0046631"
"7329","LINC00167","cluster_000125","#414487FF","LINC00167","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","3/139","OR13C9;OR13C5;OR13C4",0.000850335659318513,0.0234857251269088,"GO:0050911"
"7330","IQSEC3","cluster_000010","#46065AFF","IQSEC3","","Telencephalon Cell Migration ","1/5","HTR6",0.014170289742456,0.204434533169871,"GO:0022029"
"7331","ZNF705A","cluster_000012","#46085BFF","ZNF705A","","Type III Interferon-Mediated Signaling Pathway ","3/10","IFNL2;IFNL1;IFNL3",2.08096756771009e-06,0.000250756591909066,"GO:0038196"
"7332","SMCO3","cluster_000058","#482274FF","SMCO3","","Heart Trabecula Morphogenesis ","2/18","TGFBR3;BMP5",0.000397305313731676,0.0672037717772112,"GO:0061384"
"7333","DBX2","cluster_000403","#2FB47CFF","DBX2","","Regulation Of Morphogenesis Of A Branching Structure ","1/5","SIX2",0.00424314398899693,0.0362210013357761,"GO:0060688"
"7334","PLEKHG7","cluster_000075","#472B7AFF","PLEKHG7","","Nephron Tubule Development ","1/5","HNF1B",0.007726694289036,0.101916014746859,"GO:0072080"
"7335","LINC02372","cluster_000180","#365D8DFF","LINC02372","","Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway ","1/10","DEFB118",0.0124325865055396,0.146642117993626,"GO:0031665"
"7336","FZD10-AS1","cluster_000586","#DBE319FF","FZD10-AS1","","Cardiac Pacemaker Cell Development ","1/6","SHOX2",0.00359499844647963,0.0368667520082808,"GO:0060926"
"7337","CCDC196","cluster_000035","#481668FF","CCDC196","","Regulation Of Transmembrane Transport ","2/32","KCNJ11;PIM1",0.00151025933496257,0.181771107094156,"GO:0034762"
"7338","CCDC88C","cluster_000164","#39558CFF","CCDC88C","","T Cell Activation ","3/111","ITK;ZAP70;RHOH",0.000350063318031517,0.0572577949356645,"GO:0042110"
"7339","NF1P2","cluster_000007","#450458FF","NF1P2","","Triglyceride Metabolic Process ","3/45","LIPF;APOA2;PNPLA5",0.000461052636846343,0.134627369959132,"GO:0006641"
"7340","GOLGA6L22","cluster_000381","#25AC82FF","GOLGA6L22","","Gamma-Aminobutyric Acid Metabolic Process ","1/5","GAD2",0.00449229270839297,0.0628920979175016,"GO:0009448"
"7341","HERC2P9","cluster_000548","#B1DD2EFF","HERC2P9","","Lymphocyte Apoptotic Process ","1/7","CLC",0.00454175360916762,0.0679293359439598,"GO:0070227"
"7342","GOLGA8B","cluster_000193","#33628DFF","GOLGA8B","","Malate Metabolic Process ","2/7","MDH1;ME2",2.88738312533813e-05,0.00537053261312892,"GO:0006108"
"7343","EIF2AK4","cluster_000489","#74D055FF","EIF2AK4","","Cellular Response To Light Stimulus ","2/65","EIF2AK4;USP28",0.00106262643495735,0.0374538634791949,"GO:0071482"
"7344","UNC13C","cluster_000064","#482576FF","UNC13C","","Lens Fiber Cell Development ","2/7","WNT7B;PROX1",5.18203140976012e-05,0.0166861411394276,"GO:0070307"
"7345","GOLGA6L9","cluster_000010","#46065AFF","GOLGA6L9","","Telencephalon Cell Migration ","1/5","HTR6",0.014170289742456,0.204434533169871,"GO:0022029"
"7346","TTLL13P","cluster_000369","#22A785FF","TTLL13P","","Regulation Of Striated Muscle Tissue Development ","1/6","MRTFB",0.00538846593898824,0.0739344122611237,"GO:0016202"
"7347","LOC440311","cluster_000111","#433D84FF","LOC440311","","Amino Acid Transport ","2/46","SLC32A1;SLC7A3",0.00201962288677866,0.0894668149448638,"GO:0006865"
"7348","SMIM22","cluster_000368","#21A685FF","SMIM22","","Regulation Of Prostaglandin Biosynthetic Process ","1/6","PLA2G3",0.00538846593898824,0.0976084019380383,"GO:0031392"
"7349","SNX29P2","cluster_000514","#8DD645FF","SNX29P2","","Protein Sulfation ","1/5","UST",0.00349539889312047,0.0495757737086578,"GO:0006477"
"7350","CDIPTOSP","cluster_000015","#460A5DFF","CDIPTOSP","","Lipid Catabolic Process ","2/21","PNLIPRP1;CYP1A2",0.00101161282540372,0.0758709619052788,"GO:0016042"
"7351","YBX3P1","cluster_000451","#51C569FF","YBX3P1","","Equilibrioception ","1/5","CLRN1",0.00399394544865564,0.035932067062607,"GO:0050957"
"7352","CTRB2","cluster_000223","#2E6F8EFF","CTRB2","","Hexose Catabolic Process ","1/5","TKTL1",0.00573728911332865,0.0856742629545971,"GO:0019320"
"7353","SUZ12P1","cluster_000085","#46307EFF","SUZ12P1","","Regulation Of Transcription By RNA Polymerase II ","16/2028","MED1;NCOA5;KDM2B;NCOA6;PHF12;ZNF8;TADA2A;TFCP2;ZNF71;ZXDB;ZSCAN22;NFIC;CDK12;PKNOX1;ZNF236;CDK13",8.02306203505756e-09,1.8533273300983e-06,"GO:0006357"
"7354","NPEPPSP1","cluster_000392","#29AF7FFF","NPEPPSP1","","Regulation Of Protein Glycosylation ","1/7","ALG10B",0.0062838777740326,0.101395765386684,"GO:0060049"
"7355","GPR179","cluster_000359","#20A386FF","GPR179","","Embryonic Hindlimb Morphogenesis ","1/5","TBX4",0.00474139160939957,0.0877349369877083,"GO:0035116"
"7356","TBC1D3P2","cluster_000180","#365D8DFF","TBC1D3P2","","Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway ","1/10","DEFB118",0.0124325865055396,0.146642117993626,"GO:0031665"
"7357","ARHGAP27P2","cluster_000478","#69CD5BFF","ARHGAP27P2","","Lymphocyte Migration ","2/41","CCL22;CCL17",0.000423294500506297,0.0159899136104635,"GO:0072676"
"7358","BAIAP2-DT","cluster_000077","#472C7AFF","BAIAP2-DT","","Regulation Of Supramolecular Fiber Organization ","2/24","HAX1;PRUNE1",0.000628216029972281,0.0867763384063059,"GO:1902903"
"7359","PLIN5","cluster_000078","#472D7BFF","PLIN5","","Negative Regulation Of Ossification ","2/24","TMEM53;TRPM4",0.000628216029972281,0.0958629159935298,"GO:0030279"
"7360","CLEC4GP1","cluster_000514","#8DD645FF","CLEC4GP1","","Protein Sulfation ","1/5","UST",0.00349539889312047,0.0495757737086578,"GO:0006477"
"7361","GOLGA2P9","cluster_000003","#440256FF","GOLGA2P9","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"7362","ZNF724","cluster_000570","#CAE11FFF","ZNF724","","Positive Regulation Of Cytokinesis ","2/39","GIPC1;ECT2",0.000285100420253275,0.0178086325700562,"GO:0032467"
"7363","PSG8","cluster_000087","#46317EFF","PSG8","","Epithelial Tube Branching Involved In Lung Morphogenesis ","1/5","NKX2-1",0.00747819282854126,0.175802198153685,"GO:0060441"
"7364","PRAMEF11","cluster_000522","#95D840FF","PRAMEF11","","Positive Regulation Of Triglyceride Catabolic Process ","1/6","APOA4",0.00419311979869468,0.0403706342203758,"GO:0010898"
"7365","PRAMEF6","cluster_000027","#471164FF","PRAMEF6","","Negative Regulation Of Calcium Ion Import ","1/5","SEMG1",0.00971291554485079,0.155365526237668,"GO:0090281"
"7366","UQCRHL","cluster_000426","#3EBC74FF","UQCRHL","","Axonemal Dynein Complex Assembly ","2/37","DNAAF3;DNAAF4",0.000445033561625416,0.0578589231935483,"GO:0070286"
"7367","MICOS10","cluster_000427","#3FBC73FF","MICOS10","","Cobalamin Metabolic Process ","1/7","MMACHC",0.00593566199512446,0.0584402765483135,"GO:0009235"
"7368","LINC01761","cluster_000314","#20928CFF","LINC01761","","Positive Regulation Of Skeletal Muscle Fiber Development ","1/5","MYF5",0.00499044069595166,0.0463231630643067,"GO:0048743"
"7369","LOC440700","cluster_000125","#414487FF","LOC440700","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","3/139","OR13C9;OR13C5;OR13C4",0.000850335659318513,0.0234857251269088,"GO:0050911"
"7370","LINC01720","cluster_000027","#471164FF","LINC01720","","Negative Regulation Of Calcium Ion Import ","1/5","SEMG1",0.00971291554485079,0.155365526237668,"GO:0090281"
"7371","MAP1LC3C","cluster_000612","#F6E620FF","MAP1LC3C","","Mitochondrion Disassembly ","2/37","MAP1LC3C;ATG9B",0.000181239098059514,0.017540653482134,"GO:0061726"
"7372","LINC00851","cluster_000002","#440155FF","LINC00851","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7373","PIWIL3","cluster_000002","#440155FF","PIWIL3","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7374","SHISA8","cluster_000347","#1F9F88FF","SHISA8","","Neurotransmitter Biosynthetic Process ","2/11","SLC5A7;NOS1",4.67858353059979e-05,0.00818752117854964,"GO:0042136"
"7375","ODF3B","cluster_000169","#38588CFF","ODF3B","","Defense Response To Virus ","7/189","APOBEC3F;ZNFX1;DDX60L;DDX60;TRIM21;IFI44L;TRIM56",2.50600217143189e-09,4.71128408229195e-07,"GO:0051607"
"7376","CAPN14","cluster_000430","#40BD72FF","CAPN14","","Negative Regulation Of Intracellular Signal Transduction ","3/231","MSTN;MGRN1;CIT",0.000917521530118158,0.0747230000045331,"GO:1902532"
"7377","LINC01191","cluster_000333","#1F998AFF","LINC01191","","Alpha-Linolenic Acid Metabolic Process ","1/9","RAPSN",0.00851918580033513,0.0983885373263002,"GO:0036109"
"7378","LINC01124","cluster_000423","#3BBB75FF","LINC01124","","Purine Ribonucleoside Catabolic Process ","1/5","ADAL",0.00424314398899693,0.0610281541808785,"GO:0046130"
"7379","H3P6","cluster_000517","#90D743FF","H3P6","","Cerebral Cortex Cell Migration ","1/5","LHX6",0.00349539889312047,0.0525829836733423,"GO:0021795"
"7380","THUMPD3-AS1","cluster_000076","#472C7AFF","THUMPD3-AS1","","V","2/12","DCAF1;LIG4",0.000151975440409444,0.0293312599990227,"D)J Recombination "
"7381","EIF1B-AS1","cluster_000038","#481769FF","EIF1B-AS1","","Autophagy Of Mitochondrion ","2/49","LRBA;FBXO7",0.00351268965932184,0.125387372966474,"GO:0000422"
"7382","TMEM89","cluster_000536","#A4DB36FF","TMEM89","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","2/139","OR13C8;OR10J5",0.0041314731025434,0.0276137062460641,"GO:0050911"
"7383","IQCF6","cluster_000035","#481668FF","IQCF6","","Regulation Of Transmembrane Transport ","2/32","KCNJ11;PIM1",0.00151025933496257,0.181771107094156,"GO:0034762"
"7384","SMIM4","cluster_000078","#472D7BFF","SMIM4","","Negative Regulation Of Ossification ","2/24","TMEM53;TRPM4",0.000628216029972281,0.0958629159935298,"GO:0030279"
"7385","LINC00971","cluster_000540","#A9DB33FF","LINC00971","","Positive Regulation Of Cytokinesis ","2/39","OR1A2;DRD3",0.000332207801462792,0.0127993410581859,"GO:0032467"
"7386","CPEB2-DT","cluster_000014","#46095DFF","CPEB2-DT","","Positive Regulation Of Mitochondrial Fission ","2/19","PINK1;MUL1",0.000901016066486868,0.108768823702596,"GO:0090141"
"7387","MTHFD2L","cluster_000146","#3D4E8AFF","MTHFD2L","","Positive Regulation Of Developmental Process ","3/233","SMARCC1;DAG1;ACVR1B",0.00332952075010674,0.117553243839349,"GO:0051094"
"7388","LINC02483","cluster_000008","#450559FF","LINC02483","","Sensory Perception Of Smell ","7/230","OR10Z1;OR10H5;OR8U8;OR10G3;OR52A1;OR2T12;OR52A5",1.17477530111164e-05,0.00301917252385692,"GO:0007608"
"7389","GUSBP5","cluster_000463","#5BC863FF","GUSBP5","","Regulation Of Monocyte Chemotactic Protein-1 Production ","1/11","C1QTNF3",0.00876697230095753,0.0786781426882574,"GO:0071637"
"7390","MARCHF11","cluster_000334","#1F998AFF","MARCHF11","","Regulation Of Organ Growth ","1/8","SLC6A4",0.00757601220630419,0.0606840909429384,"GO:0046620"
"7391","FLJ31104","cluster_000090","#46337FFF","FLJ31104","","Negative Regulation Of Peptidase Activity ","2/60","SERPINE2;SERPING1",0.0036473537827288,0.0792190930673313,"GO:0010466"
"7392","CRSP8P","cluster_000068","#482778FF","CRSP8P","","Intermediate Filament Organization ","2/68","KRT71;KRT6A",0.00528960202485264,0.177084604631043,"GO:0045109"
"7393","NR2F1-AS1","cluster_000524","#97D83EFF","NR2F1-AS1","","Plus-End-Directed Organelle Transport Along Microtubule ","1/5","KIF13A",0.00349539889312047,0.0691192068390244,"GO:0072386"
"7394","IRF1-AS1","cluster_000613","#F7E621FF","IRF1-AS1","","DNA Cytosine Deamination ","2/8","APOBEC3D;APOBEC3G",6.28980931314553e-06,0.00020572487657825,"GO:0070383"
"7395","LINC01951","cluster_000008","#450559FF","LINC01951","","Sensory Perception Of Smell ","7/230","OR10Z1;OR10H5;OR8U8;OR10G3;OR52A1;OR2T12;OR52A5",1.17477530111164e-05,0.00301917252385692,"GO:0007608"
"7396","C6orf226","cluster_000076","#472C7AFF","C6orf226","","V","2/12","DCAF1;LIG4",0.000151975440409444,0.0293312599990227,"D)J Recombination "
"7397","LOC441155","cluster_000181","#365D8DFF","LOC441155","","Regulation Of Phospholipase C Activity ","2/11","ABL2;BICD1",8.19331846528248e-05,0.0208110289018175,"GO:1900274"
"7398","CALHM6","cluster_000271","#26818EFF","CALHM6","","T Cell Chemotaxis ","2/10","CXCL10;CXCL11",4.70112556271839e-05,0.00733375587784069,"GO:0010818"
"7399","FLJ46906","cluster_000188","#34608DFF","FLJ46906","","Negative Regulation Of Peptidase Activity ","2/60","SERPINB2;SPOCK3",0.00234106985124172,0.0719269301818587,"GO:0010466"
"7400","LINC00602","cluster_000368","#21A685FF","LINC00602","","Regulation Of Prostaglandin Biosynthetic Process ","1/6","PLA2G3",0.00538846593898824,0.0976084019380383,"GO:0031392"
"7401","RNF216P1","cluster_000126","#404588FF","RNF216P1","","Protein Localization To Microtubule Organizing Center ","2/15","CEP131;CSNK1D",0.000182291841891916,0.0203896746162721,"GO:1905508"
"7402","ZNF716","cluster_000011","#46075AFF","ZNF716","","Sensory Perception Of Smell ","4/230","OR2G2;OR2M7;OR10H4;OR5L1",0.00391981208343903,0.135441089531083,"GO:0007608"
"7403","TYW1B","cluster_000252","#297A8EFF","TYW1B","","tRNA Modification ","2/67","TYW1B;DUS3L",0.00244559755573416,0.132819024528356,"GO:0006400"
"7404","SPDYE7P","cluster_000002","#440155FF","SPDYE7P","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7405","DTX2P1-UPK3BP1-PMS2P11","cluster_000091","#46337FFF","DTX2P1-UPK3BP1-PMS2P11","","Positive Regulation Of Protein Transport ","3/70","PRR5L;ATP13A2;ARF6",0.000155771296608957,0.0405005371183287,"GO:0051222"
"7406","SPDYE3","cluster_000174","#375A8CFF","SPDYE3","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste ","2/41","TAS2R3;TAS2R4",0.00119382316169137,0.0550819273009073,"GO:0001580"
"7407","AKR1B15","cluster_000043","#481A6CFF","AKR1B15","","Prostanoid Metabolic Process ","3/16","AKR1C3;AKR1C2;AKR1C4",2.70652104428757e-06,0.00030042383591592,"GO:0006692"
"7408","OR2A9P","cluster_000406","#31B57BFF","OR2A9P","","NAD Metabolic Process ","2/22","NAMPT;KMO",0.000155518877333677,0.0413680213707582,"GO:0019674"
"7409","HRAT92","cluster_000232","#2C718EFF","HRAT92","","Nucleotide-Excision Repair ","2/56","XAB2;KAT5",0.00187595646430037,0.0812561239658748,"GO:0006289"
"7410","OR4F21","cluster_000399","#2DB27DFF","OR4F21","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","7/139","OR2F2;OR2F1;OR2A12;OR2A5;OR6B1;OR2A25;OR2A2",1.23389109158199e-11,4.30127310845777e-10,"GO:0050911"
"7411","FAM90A7P","cluster_000025","#471063FF","FAM90A7P","","Ceramide Biosynthetic Process ","2/42","ST8SIA3;TLCD3B",0.00303678771205543,0.15084560248187,"GO:0046513"
"7412","MIR2052HG","cluster_000018","#460B5EFF","MIR2052HG","","Adult Heart Development ","2/8","MYH6;MYH7",0.000113908840443886,0.0114856849479846,"GO:0007512"
"7413","FLJ46284","cluster_000002","#440155FF","FLJ46284","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7414","FLJ42969","cluster_000010","#46065AFF","FLJ42969","","Telencephalon Cell Migration ","1/5","HTR6",0.014170289742456,0.204434533169871,"GO:0022029"
"7415","AARD","cluster_000010","#46065AFF","AARD","","Telencephalon Cell Migration ","1/5","HTR6",0.014170289742456,0.204434533169871,"GO:0022029"
"7416","LINC01239","cluster_000092","#463480FF","LINC01239","","Visual Perception ","2/101","CACNA1F;NXNL2",0.0100178506582506,0.12097145822872,"GO:0007601"
"7417","ANKRD20A3P","cluster_000237","#2C738EFF","ANKRD20A3P","","Positive Regulation Of Pyruvate Dehydrogenase Activity ","1/5","PDPR",0.00548838944332051,0.111904491514787,"GO:1904184"
"7418","AQP7P3","cluster_000043","#481A6CFF","AQP7P3","","Prostanoid Metabolic Process ","3/16","AKR1C3;AKR1C2;AKR1C4",2.70652104428757e-06,0.00030042383591592,"GO:0006692"
"7419","SPATA31C1","cluster_000221","#2E6E8EFF","SPATA31C1","","Histone Arginine Methylation ","1/5","PRDM14",0.00573728911332865,0.141245454670519,"GO:0034969"
"7420","PTMAP11","cluster_000411","#34B679FF","PTMAP11","","Regulation Of Cell-Substrate Junction Assembly ","2/21","MACF1;LDB1",0.000141451385309877,0.0111746594394802,"GO:0090109"
"7421","LOC441455","cluster_000126","#404588FF","LOC441455","","Protein Localization To Microtubule Organizing Center ","2/15","CEP131;CSNK1D",0.000182291841891916,0.0203896746162721,"GO:1905508"
"7422","ANKRD18B","cluster_000308","#21908DFF","ANKRD18B","","Regulation Of Voltage-Gated Sodium Channel Activity ","1/5","GRP",0.00499044069595166,0.0447034337866619,"GO:1905150"
"7423","STX17-AS1","cluster_000503","#81D34DFF","STX17-AS1","","Regulation Of Protein Targeting ","1/5","PRKN",0.00374469708393798,0.0547216413954213,"GO:1903533"
"7424","STPG3","cluster_000340","#1E9C89FF","STPG3","","Chloride Transmembrane Transport ","2/48","SLC12A6;GABRG1",0.000939658916365395,0.0584172740594409,"GO:1902476"
"7425","FTHL18","cluster_000027","#471164FF","FTHL18","","Negative Regulation Of Calcium Ion Import ","1/5","SEMG1",0.00971291554485079,0.155365526237668,"GO:0090281"
"7426","LINC00891","cluster_000065","#482576FF","LINC00891","","Proteolysis ","4/330","CPB1;MMP2;PIP;CTSG",0.00181737072701642,0.0830253078685533,"GO:0006508"
"7427","RPS26P11","cluster_000349","#1FA088FF","RPS26P11","","Negative Regulation Of Smoothened Signaling Pathway ","2/25","PTCH2;GLI1",0.000253182873478102,0.0184823497639014,"GO:0045879"
"7428","RTL8B","cluster_000567","#C7E020FF","RTL8B","","Cellular Response To Growth Factor Stimulus ","3/155","MAPK7;EMD;MTSS2",0.000123332355519672,0.0191165151055492,"GO:0071363"
"7429","CT45A3","cluster_000261","#287D8EFF","CT45A3","","Intermediate Filament Organization ","2/68","KRT73;KRT72",0.00229414354492569,0.0625673018945459,"GO:0045109"
"7430","SPANXN4","cluster_000381","#25AC82FF","SPANXN4","","Gamma-Aminobutyric Acid Metabolic Process ","1/5","GAD2",0.00449229270839297,0.0628920979175016,"GO:0009448"
"7431","CDNF","cluster_000145","#3D4D8AFF","CDNF","","Fatty Acid Biosynthetic Process ","2/65","CYP2C8;ACSM6",0.00321421395792141,0.0976952948504597,"GO:0006633"
"7432","SEPTIN7P11","cluster_000027","#471164FF","SEPTIN7P11","","Negative Regulation Of Calcium Ion Import ","1/5","SEMG1",0.00971291554485079,0.155365526237668,"GO:0090281"
"7433","TSPAN11","cluster_000306","#218F8DFF","TSPAN11","","L-alanine Transport ","1/7","SLC36A1",0.00697999589418079,0.125450024351184,"GO:0015808"
"7434","OR9K2","cluster_000372","#22A884FF","OR9K2","","Negative Regulation Of Protein Sumoylation ","1/6","FSCB",0.00538846593898824,0.0227896270372262,"GO:0033234"
"7435","OR4Q3","cluster_000003","#440256FF","OR4Q3","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"7436","OR4M1","cluster_000319","#20938CFF","OR4M1","","Positive Regulation Of CREB Transcription Factor Activity ","1/18","OPRD1",0.0178551954764704,0.169993595409798,"GO:0032793"
"7437","TEX21P","cluster_000344","#1F9E89FF","TEX21P","","Chemokine ","1/5","STK39",0.00474139160939957,0.0632200568735495,"C-X-C Motif) Ligand 12 Signaling Pathway "
"7438","PRKXP1","cluster_000269","#26818EFF","PRKXP1","","DNA Catabolic Process ","1/19","TREX2",0.0197712534056807,0.211999885884783,"GO:0006308"
"7439","WBP11P1","cluster_000010","#46065AFF","WBP11P1","","Telencephalon Cell Migration ","1/5","HTR6",0.014170289742456,0.204434533169871,"GO:0022029"
"7440","TARM1","cluster_000003","#440256FF","TARM1","","Intermediate Filament Organization ","6/68","KRT33A;KRT3;KRT38;KRT26;KRT35;KRT74",2.86863030196302e-06,0.000671259490659347,"GO:0045109"
"7441","ANKRD65","cluster_000574","#CEE11CFF","ANKRD65","","Transforming Growth Factor Beta Receptor Signaling Pathway ","2/72","SKI;FERMT2",0.000971606017304389,0.0397608477403736,"GO:0007179"
"7442","OR10J3","cluster_000002","#440155FF","OR10J3","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7443","OR2W5P","cluster_000059","#482374FF","OR2W5P","","Sensory Perception Of Smell ","5/230","OR8J3;OR2T1;OR2W5P;OR10P1;OR5D13",3.51425404416058e-05,0.000843420970598539,"GO:0007608"
"7444","ZFAS1","cluster_000166","#39568CFF","ZFAS1","","Cytoplasmic Translation ","15/93","RPL3;RPL13A;RPL8;RPL7;RPS15;RPL7A;RPS16;RPL18A;RPS19;RPL27A;RPL36;RPL35;RPL39;RPS21;UBA52",9.85381599146169e-30,1.32041134285587e-27,"GO:0002181"
"7445","LOC442028","cluster_000214","#2F6B8EFF","LOC442028","","Regulation Of cGMP-mediated Signaling ","1/5","RUNDC3A",0.00573728911332865,0.0696208097793004,"GO:0010752"
"7446","LOC442132","cluster_000217","#2F6C8EFF","LOC442132","","Regulation Of Glycogen ","1/5","IGF2",0.00573728911332865,0.102309064703263,"Starch) Synthase Activity "
"7447","OR2B3","cluster_000002","#440155FF","OR2B3","","Sensory Perception Of Smell ","15/230","OR10J3;OR10H3;OR13H1;OR5L2;OR10AG1;OR6P1;OR8U3;OR5T3;OR5T2;OR5M10;OR51V1;OR5D18;OR5D16;OR6C3;OR2B3",4.04479387005011e-10,1.05164640621303e-07,"GO:0007608"
"7448","OR14J1","cluster_000163","#39558CFF","OR14J1","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","4/139","OR5V1;OR2H1;OR12D3;OR12D2",2.5230763441231e-05,0.00086730332656441,"GO:0050911"
"7449","OR10C1","cluster_000359","#20A386FF","OR10C1","","Embryonic Hindlimb Morphogenesis ","1/5","TBX4",0.00474139160939957,0.0877349369877083,"GO:0035116"
"7450","KRT18P50","cluster_000042","#481A6CFF","KRT18P50","","Monoatomic Anion Transport ","2/57","FXYD1;SLC17A4",0.00447007712992715,0.145017030953521,"GO:0006820"
"7451","OR2A2","cluster_000399","#2DB27DFF","OR2A2","","Detection Of Chemical Stimulus Involved In Sensory Perception Of Smell ","7/139","OR2F2;OR2F1;OR2A12;OR2A5;OR6B1;OR2A25;OR2A2",1.23389109158199e-11,4.30127310845777e-10,"GO:0050911"
"7452","UQCRBP1","cluster_000258","#287C8EFF","UQCRBP1","","Regulation Of DNA-templated Transcription ","7/1922","KMT2A;IRF3;CHD7;ZNF280C;ZNF799;NPAS1;ZNF443",0.00348881104846618,0.122910975241357,"GO:0006355"
"7453","LOC442497","cluster_000092","#463480FF","LOC442497","","Visual Perception ","2/101","CACNA1F;NXNL2",0.0100178506582506,0.12097145822872,"GO:0007601"
"7454","DPY19L2P4","cluster_000388","#28AE80FF","DPY19L2P4","","Fc-epsilon Receptor Signaling Pathway ","2/22","VAV3;MAPK10",0.00017484233445804,0.0204964844642395,"GO:0038095"
"7455","DPY19L2P3","cluster_000364","#21A585FF","DPY19L2P3","","Inner Ear Auditory Receptor Cell Differentiation ","1/5","SLC4A7",0.00474139160939957,0.126102805242425,"GO:0042491"
"7456","SPDYE5","cluster_000252","#297A8EFF","SPDYE5","","tRNA Modification ","2/67","TYW1B;DUS3L",0.00244559755573416,0.132819024528356,"GO:0006400"
"7457","LMOD2","cluster_000430","#40BD72FF","LMOD2","","Negative Regulation Of Intracellular Signal Transduction ","3/231","MSTN;MGRN1;CIT",0.000917521530118158,0.0747230000045331,"GO:1902532"
